,Word,Count,Include,ProperNounRatio,ManuallyExcluded
781,lauren,33,0,1.0,False
782,photograph,33,1,0.0,False
783,nac,33,0,1.0,False
784,fit,32,0,0.0,False
785,ink,32,1,0.0,False
786,weather,32,1,0.0,False
787,doughnut,32,1,0.0,False
788,sign,32,1,0.0,False
789,beard,32,1,0.0,False
790,summer,32,0,0.03125,False
791,paddington,32,0,0.875,False
792,well,32,1,0.96875,False
793,choo,32,0,0.375,False
794,policecar,32,0,0.0625,False
795,race,32,1,0.0,False
796,syrup,32,1,0.1875,False
797,princess,32,1,0.0,False
798,mate,32,1,0.0,False
799,teacher,31,1,0.0,False
800,piano,31,1,0.0,False
801,dirt,31,1,0.0,False
802,bum,31,1,0.03225806451612903,False
803,smile,31,0,0.0,False
804,salt,31,1,0.0,False
805,yolanda,31,0,1.0,False
806,hook,31,1,0.06451612903225806,False
807,wheelbarrow,31,1,0.0,False
808,whisker,31,1,0.0,False
809,budgie,31,1,0.9032258064516129,False
810,bertie,31,0,1.0,False
811,pumpkin,31,1,0.0,False
812,bar,31,1,0.0,False
813,charlie,30,0,1.0,False
814,tent,30,1,0.0,False
815,chance,30,1,0.0,False
816,hedgehog,30,1,0.26666666666666666,False
817,shower,30,1,0.0,False
818,owl,30,1,0.06666666666666667,False
819,cherry,30,1,0.06666666666666667,False
820,chest,30,1,0.0,False
821,camel,30,1,0.0,False
822,butter,30,1,0.0,False
823,r@l,30,0,0.08333333333333333,False
824,stocking,30,1,0.0,False
825,hotdog,30,1,0.0,False
826,mousie,30,0,0.6333333333333333,False
827,stop,30,1,0.0,False
828,band,29,1,0.0,False
829,sheepdog,29,1,0.0,False
830,disaster,29,0,0.0,False
831,cooking,29,0,0.0,False
832,necklace,29,1,0.0,False
833,headache,29,0,0.0,False
834,swim,29,0,0.034482758620689655,False
835,tuesday,29,0,1.0,False
836,jug,29,1,0.1724137931034483,False
837,silly+billy,29,0,0.06896551724137931,False
838,turtle,29,1,0.10344827586206896,False
839,keeper,29,1,0.3793103448275862,False
840,i@l,29,0,0.14285714285714285,False
841,case,29,1,0.0,False
842,bruise,29,0,0.0,False
843,mushroom,29,1,0.0,False
844,drill,29,1,0.0,False
845,mass,29,1,0.3448275862068966,False
846,frock,29,1,0.0,False
847,olwin,28,0,1.0,False
848,blood,28,1,0.0,False
849,w@l,28,0,0.5555555555555556,False
850,fluff,28,1,0.0,False
851,milkman,28,1,0.0,False
852,rhino,28,1,0.03571428571428571,False
853,cage,28,1,0.0,False
854,couple,28,1,0.0,False
855,shell,28,1,0.0,False
856,exercise,28,0,0.0,False
857,purpose,28,0,0.0,False
858,beaker,28,1,0.0,False
859,squeak,28,0,0.03571428571428571,False
860,harbor,28,1,0.0,False
861,dish,28,1,0.0,False
862,lap,28,1,0.0,False
863,recorder,28,1,0.0,False
864,list,28,0,0.0,False
865,market,28,1,0.0,False
866,ted,28,1,1.0,False
867,beetle,28,1,0.03571428571428571,False
868,wolf,28,1,0.07142857142857142,False
869,prince,28,1,0.32142857142857145,False
870,bolt,28,1,0.10714285714285714,False
871,armband,27,1,0.0,False
872,library,27,1,0.0,False
873,tune,27,0,0.037037037037037035,False
874,pipe,27,1,0.0,False
875,goodness,27,0,0.0,False
876,magic,27,0,0.14814814814814814,False
877,fair,27,0,0.18518518518518517,False
878,sink,27,1,0.0,False
879,p@l,27,0,0.1,False
880,wonder,27,0,0.0,False
881,bat,27,1,0.037037037037037035,False
882,sound,27,1,0.0,False
883,lemonade,27,1,0.2222222222222222,False
884,radio,27,1,0.0,False
885,l@l,27,0,0.5555555555555556,False
886,harold,27,0,1.0,False
887,george,27,1,1.0,False
888,angel,27,1,0.14814814814814814,False
889,dave,27,0,0.9629629629629629,False
890,benny,27,1,1.0,False
891,coco,27,1,0.8518518518518519,False
892,jamie,26,0,1.0,False
893,goal,26,1,0.0,False
894,ear+ring,26,0,0.0,False
895,bracelet,26,1,0.0,False
896,instruction,26,0,0.0,False
897,use,26,1,0.0,False
898,ghost,26,1,0.0,False
899,potatos,26,0,0.4230769230769231,False
900,richard,26,0,1.0,False
901,jump,26,1,0.038461538461538464,False
902,trumpet,26,1,0.15384615384615385,False
903,supermarket,26,1,0.0,False
904,cart,26,1,0.0,False
905,next+door,26,0,0.4230769230769231,False
906,billy,26,1,0.9230769230769231,False
907,magnet,26,1,0.0,False
908,watch,26,1,0.038461538461538464,False
909,pickle,26,1,0.038461538461538464,False
910,j@l,26,0,0.4166666666666667,False
911,daisy,26,1,0.6923076923076923,False
912,seed,26,1,0.0,False
913,rhyme,26,0,0.0,False
914,peeppo,26,0,0.9615384615384616,False
915,kirsten,26,0,1.0,False
916,rascal,26,1,0.038461538461538464,False
917,sport,25,1,0.0,False
918,show,25,0,0.24,False
919,brown,25,1,0.44,False
920,lanzarotte,25,0,1.0,False
921,winter,25,0,0.0,False
922,bath+room,25,0,0.0,False
923,collar,25,1,0.0,False
924,cheating,25,0,0.0,False
925,world,25,1,0.04,False
926,flavor,25,0,0.0,False
927,aunty,25,1,0.35714285714285715,False
928,annie,25,0,1.0,False
929,h@l,25,0,0.1,False
930,turntable,25,1,0.0,False
931,rail,25,1,0.08,False
932,fish+finger,25,0,0.0,False
933,sir,25,1,0.24,False
934,honey,25,1,0.0,False
935,tv,25,1,0.04,False
936,pasta,25,1,0.04,False
937,tot,25,1,0.04,False
938,note,25,1,0.0,False
939,fire+station,25,0,0.04,False
940,meg,25,0,0.9230769230769231,False
941,earth,24,1,0.08333333333333333,False
942,kathy,24,0,1.0,False
943,car+park,24,0,0.0,False
944,g@l,24,0,0.3,False
945,sack,24,1,0.0,False
946,gravy,24,1,0.0,False
947,plug,24,1,0.0,False
948,cellotape,24,0,0.0,False
949,nick,24,1,0.6086956521739131,False
950,cousin,24,1,0.0,False
951,puddle,24,1,0.0,False
952,ham,24,1,0.125,False
953,zip,24,1,0.0,False
954,hotel,24,1,0.0,False
955,hoover,24,1,0.2916666666666667,False
956,comb,24,1,0.0,False
957,dumper,24,1,0.0,False
958,queen,24,1,0.08333333333333333,False
959,cheek,24,1,0.0,False
960,doris,24,1,0.9629629629629629,False
961,broccoli,24,1,0.0,False
962,smartie,23,0,0.0,False
963,ice,23,1,0.0,False
964,tray,23,1,0.0,False
965,tea+bag,23,0,0.08695652173913043,False
966,stripe,23,1,0.0,False
967,gherkin,23,1,0.30434782608695654,False
968,holly,23,1,0.6521739130434783,False
969,shelf,23,1,0.0,False
970,sand+castle,23,0,0.08695652173913043,False
971,climbing,23,0,0.0,False
972,microphone,23,1,0.0,False
973,scarecrow,23,1,0.08695652173913043,False
974,dentist,23,1,0.0,False
975,nappy,23,1,0.0,False
976,tyre,23,1,0.0,False
977,can,23,1,0.043478260869565216,False
978,treasure,23,1,0.0,False
979,porridge,23,1,0.0,False
980,workman,23,1,0.043478260869565216,False
981,prison,23,1,0.0,False
982,your,22,0,0.0,False
983,hedge,22,1,0.045454545454545456,False
984,glove,22,1,0.0,False
985,month,22,0,0.0,False
986,velcro,22,1,0.0,False
987,stage,22,1,0.0,False
988,wedding,22,0,0.0,False
989,difference,22,0,0.0,False
990,squeeze,22,1,0.0,False
991,babe,22,1,0.36363636363636365,False
992,flag,22,1,0.0,False
993,packet,22,1,0.0,False
994,sand+pit,22,0,0.045454545454545456,False
995,journey,22,0,0.0,False
996,dome,22,1,0.09090909090909091,False
997,till,22,1,0.0,False
998,tigger,22,0,0.8636363636363636,False
999,barney,22,0,1.0,False
1000,stable,22,1,0.0,False
1001,pongo,22,0,0.8636363636363636,False
1002,paul,22,1,1.0,False
1003,tiggy,22,0,0.7619047619047619,False
1004,ketchup,22,1,0.045454545454545456,False
1005,shop+keeper,22,0,0.0,False
1006,manchester,22,1,1.0,False
1007,alfie,22,0,1.0,False
1008,arch,22,1,0.0,False
1009,prod,22,1,0.0,False
1010,snooze,21,1,0.0,False
1011,taxi,21,1,0.0,False
1012,chicken+pox,21,0,0.0,False
1013,dream,21,0,0.0,False
1014,label,21,1,0.0,False
1015,jacket,21,1,0.0,False
1016,peep,21,0,0.14285714285714285,False
1017,ship,21,1,0.0,False
1018,thursday,21,0,1.0,False
1019,radiator,21,1,0.0,False
1020,crab,21,1,0.0,False
1021,pirate,21,1,0.0,False
1022,stamp,21,1,0.0,False
1023,program,21,0,0.0,False
1024,pup,21,1,0.0,False
1025,plod,21,0,0.7727272727272727,False
1026,fall,21,1,0.0,False
1027,bulldozer,21,1,0.0,False
1028,lie,21,1,0.0,False
1029,ponytail,21,1,0.0,False
1030,pussy,21,1,0.047619047619047616,False
1031,pence,21,0,0.0,False
1032,couch,21,1,0.0,False
1033,pump,21,1,0.09523809523809523,False
1034,dryden,21,1,0.96,False
1035,rebecca,21,1,1.0,False
1036,claus,21,0,1.0,False
1037,temper,21,0,0.0,False
1038,gentleman,21,1,0.0,False
1039,nia,21,0,1.0,False
1040,hood,20,1,0.2,False
1041,airport,20,1,0.0,False
1042,camera,20,1,0.0,False
1043,rocket,20,1,0.05,False
1044,buggy,20,1,0.0,False
1045,rolly,20,0,0.0,False
1046,newspaper,20,1,0.0,False
1047,salad,20,1,0.0,False
1048,muck,20,1,0.0,False
1049,paddling,20,0,0.0,False
1050,son,20,1,0.0,False
1051,money+box,20,0,0.0,False
1052,patch,20,1,0.45,False
1053,night+time,20,0,0.0,False
1054,fuss,20,0,0.0,False
1055,spout,20,1,0.0,False
1056,family,20,1,0.0,False
1057,carpark,20,0,0.05,False
1058,bethany,20,0,0.95,False
1059,jade,20,1,1.0,False
1060,dobbin,20,1,1.0,False
1061,service,20,1,0.0,False
1062,prodding,20,0,0.0,False
1063,dancing,19,0,0.10526315789473684,False
1064,scale,19,1,0.0,False
1065,purse,19,1,0.0,False
1066,toybox,19,0,0.05263157894736842,False
1067,eureka,19,1,1.0,False
1068,rug,19,1,0.0,False
1069,ceiling,19,1,0.0,False
1070,ella,19,0,1.0,False
1071,dark,19,1,0.0,False
1072,squash,19,1,0.0,False
1073,skittle,19,1,0.0,False
1074,storm,19,1,0.0,False
1075,muscle,19,1,0.05263157894736842,False
1076,luck,19,1,0.0,False
1077,k@l,19,0,0.3076923076923077,False
1078,auntie,19,1,0.10526315789473684,False
1079,barrier,19,1,0.0,False
1080,mischief,19,0,0.3684210526315789,False
1081,cricket,19,1,0.0,False
1082,dummy,19,1,0.0,False
1083,grumpy,19,0,1.0,False
1084,peggy,19,0,1.0,False
1085,gwen,19,0,0.8947368421052632,False
1086,glig,19,0,0.8421052631578947,False
1087,weetabix,19,0,0.10526315789473684,False
1088,cinderella,19,1,0.9473684210526315,False
1089,robber,19,1,0.05263157894736842,False
1090,rover,18,1,0.16666666666666666,False
1091,father,18,1,0.0,False
1092,costume,18,1,0.0,False
1093,majorca,18,1,1.0,False
1094,mirror,18,1,0.0,False
1095,try,18,0,0.0,False
1096,toothbrush,18,1,0.0,False
1097,rolling,18,0,0.0,False
1098,gromit,18,0,0.1111111111111111,False
1099,dust+man,18,0,0.0,False
1100,sunglass,18,1,0.0,False
1101,windmill,18,1,0.0,False
1102,mr,18,0,1.0,False
1103,megan,18,0,1.0,False
1104,jaffa,18,1,0.1111111111111111,False
1105,cracker,18,1,0.0,False
1106,bobbin,18,1,0.05555555555555555,False
1107,run,18,1,0.0,False
1108,t@l,18,0,0.14285714285714285,False
1109,z@l,18,0,0.0,False
1110,elbow,18,1,0.0,False
1111,platform,18,1,0.0,False
1112,breath,18,1,0.0,False
1113,fish+bone,18,0,0.0,False
1114,baddie,18,0,0.0,False
1115,snack,18,1,0.0,False
1116,temperature,17,0,0.0,False
1117,push,17,1,0.0,False
1118,freezer,17,1,0.0,False
1119,sheet,17,1,0.0,False
1120,dressing,17,1,0.0,False
1121,memory,17,1,0.0,False
1122,beak,17,1,0.0,False
1123,sponge,17,1,0.0,False
1124,kettle,17,1,0.0,False
1125,cardigan,17,1,0.11764705882352941,False
1126,binocular,17,0,0.0,False
1127,singing,17,0,0.0,False
1128,lawnmower,17,0,0.0,False
1129,icing,17,1,0.0,False
1130,lawn,17,1,0.0,False
1131,frame,17,1,0.0,False
1132,hiding,17,0,0.0,False
1133,mouthful,17,0,0.0,False
1134,island,17,1,0.0,False
1135,swan,17,1,0.8235294117647058,False
1136,peg,17,1,0.0,False
1137,trough,17,1,0.0,False
1138,area,17,1,0.0,False
1139,answer,17,1,0.0,False
1140,s,17,1,0.0,False
1141,dalmatian,17,1,0.4117647058823529,False
1142,andrew,17,1,1.0,False
1143,alphabet,17,0,0.11764705882352941,False
1144,favorite,17,1,0.0,False
1145,jungle,17,1,0.058823529411764705,False
1146,master,17,1,0.0,False
1147,patience,17,0,0.0,False
1148,jean,17,1,0.5882352941176471,False
1149,flute,17,1,0.0,False
1150,customer,17,1,0.0,False
1151,liza,17,1,1.0,False
1152,mo,17,1,0.8823529411764706,False
1153,bonnet,17,1,0.0,False
1154,hot+choc,17,0,0.4117647058823529,False
1155,nuisance,16,1,0.0,False
1156,forest,16,1,0.0625,False
1157,courgette,16,1,0.125,False
1158,tape+recorder,16,0,0.0,False
1159,message,16,0,0.0,False
1160,street,16,1,0.5625,False
1161,sleigh,16,1,0.0625,False
1162,inside,16,1,0.0,False
1163,fishing,16,0,0.0,False
1164,wardrobe,16,1,0.0,False
1165,playing,16,0,0.0,False
1166,tie,16,1,0.0,False
1167,play+school,16,0,0.5,False
1168,f@l,16,0,0.0,False
1169,mistake,16,0,0.0,False
1170,voice,16,1,0.0,False
1171,attention,16,0,0.0,False
1172,horror,16,0,0.0,False
1173,quarter,16,1,0.0,False
1174,entrance,16,1,0.0,False
1175,crumb,16,1,0.0,False
1176,mile,16,0,0.0,False
1177,mermaid,16,0,0.0625,False
1178,catch,16,1,0.0,False
1179,playday,16,0,0.0,False
1180,motor,16,1,0.0,False
1181,handy,16,1,0.0,False
1182,lucky,16,0,1.0,False
1183,mint,16,1,0.0,False
1184,wellington,16,1,0.5625,False
1185,sid,16,0,1.0,False
1186,toothpaste,16,1,0.0,False
1187,fire+brigade,16,0,0.0625,False
1188,sweater,16,1,0.0,False
1189,sledge,16,1,0.125,False
1190,thompson,16,1,1.0,False
1191,map,16,1,0.0,False
1192,sarah,16,1,1.0,False
1193,benjamin,16,1,1.0,False
1194,malta,16,1,0.875,False
1195,paf,16,0,0.5,False
1196,spencer,15,1,0.9333333333333333,False
1197,sight,15,0,0.0,False
1198,right,15,1,0.0,False
1199,paw,15,1,0.0,False
1200,seatbelt,15,1,0.0,False
1201,sake,15,1,0.0,False
1202,lewis,15,1,1.0,False
1203,lace,15,1,0.0,False
1204,handbag,15,1,0.0,False
1205,miss,15,1,0.6666666666666666,False
1206,doo,15,0,0.06666666666666667,False
1207,coke,15,1,0.4,False
1208,shock,15,1,0.0,False
1209,tick+tock,15,0,0.0,False
1210,position,15,1,0.0,False
1211,robbie,15,0,0.9333333333333333,False
1212,dalmatians,15,0,1.0,False
1213,peace,15,0,0.0,False
1214,belt,15,1,0.0,False
1215,treat,15,1,0.0,False
1216,mini,15,1,0.06666666666666667,False
1217,cotton,15,1,0.0,False
1218,stream,15,1,0.0,False
1219,group,15,1,0.06666666666666667,False
1220,frank,15,1,1.0,False
1221,sense,15,0,0.0,False
1222,octopus,15,1,0.5333333333333333,False
1223,mixer,15,1,0.0,False
1224,kid,15,1,0.0,False
1225,direction,15,1,0.0,False
1226,men,15,1,0.6363636363636364,False
1227,eyebrow,15,1,0.0,False
1228,domino,15,1,0.0,False
1229,stack,15,1,0.0,False
1230,baa,15,0,0.7333333333333333,False
1231,dollys,15,0,1.0,False
1232,drop,15,1,0.06666666666666667,False
1233,tip,15,1,0.0,False
1234,drinking,15,1,0.0,False
1235,bench,15,1,0.0,False
1236,norman,15,1,1.0,False
1237,dyllis,15,0,0.9285714285714286,False
1238,rope,15,1,0.0,False
1239,freight,15,1,0.0,False
1240,glen,15,1,0.9444444444444444,False
1241,reed,15,1,0.9333333333333333,False
1242,transporter,15,1,0.0,False
1243,handcuff,15,1,0.0,False
1244,russell,15,1,1.0,False
1245,cow+catcher,15,0,0.0,False
1246,emergency,14,1,0.0,False
1247,throw,14,1,0.0,False
1248,england,14,1,0.9285714285714286,False
1249,computer,14,1,0.0,False
1250,guitar,14,1,0.0,False
1251,stethoscope,14,1,0.0,False
1252,fur,14,1,0.0,False
1253,trip,14,1,0.0,False
1254,iron,14,1,0.0,False
1255,pole,14,1,0.07142857142857142,False
1256,hall,14,1,0.14285714285714285,False
1257,cassie,14,1,0.8333333333333334,False
1258,hubbard,14,1,1.0,False
1259,dust,14,1,0.0,False
1260,fast,14,0,0.0,False
1261,start,14,1,0.0,False
1262,canal,14,1,0.0,False
1263,outside,14,1,0.0,False
1264,effort,14,0,0.0,False
1265,jumping,14,0,0.0,False
1266,ditch,14,1,0.0,False
1267,vest,14,1,0.0,False
1268,rose,14,1,0.07142857142857142,False
1269,oil,14,1,0.0,False
1270,counter,14,1,0.0,False
1271,q@l,14,0,0.1111111111111111,False
1272,instrument,14,1,0.0,False
1273,press,14,1,0.21428571428571427,False
1274,sneeze,14,1,0.07142857142857142,False
1275,custard,14,1,0.0,False
1276,scratch,14,1,0.0,False
1277,saw,14,1,0.0,False
1278,dance,14,1,0.0,False
1279,pancake,14,1,0.0,False
1280,rice,14,1,0.0,False
1281,julian,14,1,1.0,False
1282,uniform,14,1,0.0,False
1283,mog,14,0,0.6428571428571429,False
1284,nectarine,14,1,0.0,False
1285,lisa,14,0,1.0,False
1286,fog,14,1,0.21428571428571427,False
1287,sec,14,0,0.0,False
1288,dada,14,1,0.21428571428571427,False
1289,burglar,14,1,0.35714285714285715,False
1290,mobile,14,1,0.0,False
1291,diamond,14,1,0.0,False
1292,babas,14,0,1.0,False
1293,pita,14,1,0.07142857142857142,False
1294,wind+screen,14,0,0.0,False
1295,roger,14,0,1.0,False
1296,shepherd,14,1,0.0,False
1297,demi,14,0,1.0,False
1298,abigail,14,0,1.0,False
1299,barbie,13,0,0.6153846153846154,False
1300,trevor,13,0,0.9230769230769231,False
1301,attic,13,1,0.0,False
1302,croissant,13,1,0.0,False
1303,snowdon,13,0,0.9230769230769231,False
1304,doorbell,13,1,0.0,False
1305,fudge,13,1,0.23076923076923078,False
1306,lick,13,1,0.15384615384615385,False
1307,fred,13,0,1.0,False
1308,coin,13,0,0.0,False
1309,zebra,13,1,0.07692307692307693,False
1310,weed,13,1,0.0,False
1311,outfit,13,1,0.0,False
1312,fringe,13,1,0.0,False
1313,fighting,13,0,0.0,False
1314,preston,13,0,1.0,False
1315,bush,13,1,0.0,False
1316,land,13,1,0.15384615384615385,False
1317,beanbag,13,1,0.0,False
1318,bandage,13,1,0.0,False
1319,little,13,0,1.0,False
1320,jones,13,1,1.0,False
1321,wilma,13,0,1.0,False
1322,shoelace,13,1,0.23076923076923078,False
1323,porsche,13,0,0.7692307692307693,False
1324,giant,13,1,0.15384615384615385,False
1325,gown,13,1,0.0,False
1326,emily,13,0,1.0,False
1327,fire+guard,13,0,0.0,False
1328,stool,13,1,0.0,False
1329,bunch,13,0,0.0,False
1330,raindrop,13,0,0.0,False
1331,tea+time,13,0,0.0,False
1332,moustache,13,1,0.0,False
1333,bumper,13,1,0.0,False
1334,manger,13,1,0.15384615384615385,False
1335,mechanic,13,1,0.6666666666666666,False
1336,hair+brush,13,0,0.0,False
1337,rubble,13,1,0.0,False
1338,sue,13,1,0.8461538461538461,False
1339,sardine,13,1,0.0,False
1340,arnold,13,1,1.0,False
1341,rotor+blade,13,0,0.0,False
1342,worzel,13,0,1.0,False
1343,black+bird,13,0,0.0,False
1344,rosa,13,0,1.0,False
1345,pluto,13,1,1.0,False
1346,trampoline,13,1,0.0,False
1347,sandal,13,1,0.15384615384615385,False
1348,motorway,13,1,0.0,False
1349,tipper,13,1,0.23076923076923078,False
1350,bunk+bed,13,0,0.0,False
1351,joseph,13,1,1.0,False
1352,dina,13,0,1.0,False
1353,firework,12,1,0.0,False
1354,goggle,12,0,0.75,False
1355,scotland,12,1,1.0,False
1356,film,12,1,0.0,False
1357,hang,12,0,0.0,False
1358,michael,12,0,1.0,False
1359,tights,12,1,0.0,False
1360,thingy,12,0,0.0,False
1361,choice,12,0,0.0,False
1362,duvet,12,1,0.0,False
1363,suit,12,1,0.0,False
1364,loo,12,1,0.0,False
1365,tall,12,0,1.0,False
1366,envelope,12,1,0.0,False
1367,rummage,12,0,0.0,False
1368,meal,12,1,0.0,False
1369,bug,12,1,0.08333333333333333,False
1370,trainer,12,1,0.0,False
1371,villa,12,1,0.4166666666666667,False
1372,winky,12,0,0.9285714285714286,False
1373,violin,12,1,0.08333333333333333,False
1374,builder,12,1,0.0,False
1375,shaun,12,0,1.0,False
1376,clue,12,0,0.0,False
1377,museum,12,1,0.08333333333333333,False
1378,easter,12,1,1.0,False
1379,peekaboo,12,0,0.16666666666666666,False
1380,children,12,1,0.0,False
1381,marmalade,12,1,0.4166666666666667,False
1382,a.,12,0,0.16666666666666666,False
1383,brace,12,1,0.0,False
1384,raisin,12,1,0.0,False
1385,pad,12,1,0.0,False
1386,heap,12,1,0.0,False
1387,gruff,12,0,0.9166666666666666,False
1388,mandarin,12,1,0.5,False
1389,apron,12,1,0.0,False
1390,rod,12,1,0.0,False
1391,hide,12,1,0.3333333333333333,False
1392,u@l,12,0,0.0,False
1393,y@l,12,0,0.0,False
1394,x@l,12,0,0.0,False
1395,kick,12,0,0.0,False
1396,bonfire,12,0,0.0,False
1397,misery,12,0,0.0,False
1398,clarabel,12,0,1.0,False
1399,doorway,12,1,0.0,False
1400,duke,12,1,0.75,False
1401,berry,12,1,0.16666666666666666,False
1402,vase,12,1,0.0,False
1403,udder,12,1,0.0,False
1404,fairy,12,1,0.08333333333333333,False
1405,felt,12,1,0.0,False
1406,ginger,12,1,0.16666666666666666,False
1407,headlight,12,1,0.0,False
1408,babys,12,0,0.4166666666666667,False
1409,pest,12,1,0.0,False
1410,boss,12,1,0.0,False
1411,clay,12,1,0.0,False
1412,mcdonald,12,0,1.0,False
1413,din,12,0,0.0,False
1414,galloppy,12,0,1.0,False
1415,noone,12,0,0.0,False
1416,driving,12,0,0.08333333333333333,False
1417,yorkshire,12,1,0.3333333333333333,False
1418,flair,12,0,0.16666666666666666,False
1419,delivery,12,0,0.0,False
1420,checkout,12,1,0.0,False
1421,willie,12,0,0.3333333333333333,False
1422,crossing,12,1,0.0,False
1423,exhaust,12,1,0.0,False
1424,spinner,12,1,0.0,False
1425,lily,12,1,0.8125,False
1426,gary,12,1,1.0,False
1427,bulgie,12,0,1.0,False
1428,club,11,1,0.0,False
1429,siren,11,1,0.0,False
1430,cut,11,1,0.0,False
1431,wrist,11,1,0.0,False
1432,one're,11,0,0.0,False
1433,knock,11,0,0.09090909090909091,False
1434,gagi,11,0,1.0,False
1435,injection,11,1,0.0,False
1436,leed,11,0,0.0,False
1437,bin+man,11,0,0.16666666666666666,False
1438,bob,11,1,0.18181818181818182,False
1439,rattle,11,1,0.0,False
1440,pa,11,1,0.8181818181818182,False
1441,drawer,11,1,0.0,False
1442,d,11,1,0.18181818181818182,False
1443,hilary,11,0,1.0,False
1444,booby,11,1,0.0,False
1445,dennis,11,0,1.0,False
1446,dodo,11,1,0.18181818181818182,False
1447,bubble+bath,11,0,0.0,False
1448,robin,11,1,0.6363636363636364,False
1449,toad,11,1,0.36363636363636365,False
1450,shadow,11,1,0.0,False
1451,daughter,11,1,0.0,False
1452,injury,11,0,0.0,False
1453,omelette,11,1,0.09090909090909091,False
1454,tram,11,1,0.09090909090909091,False
1455,joe,11,0,1.0,False
1456,america,11,1,0.9090909090909091,False
1457,village,11,1,0.09090909090909091,False
1458,sulk,11,0,0.09090909090909091,False
1459,hair+dryer,11,0,0.0,False
1460,wand,11,1,0.0,False
1461,thread,11,1,0.0,False
1462,uncle,11,1,0.0,False
1463,microwave,11,1,0.0,False
1464,upstairs,11,1,0.0,False
1465,stroke,11,1,0.0,False
1466,banging,11,0,0.0,False
1467,centre,11,1,0.2727272727272727,False
1468,system,11,1,0.0,False
1469,figure,11,1,0.0,False
1470,lane,11,1,0.18181818181818182,False
1471,war,11,0,0.0,False
1472,smell,11,0,0.0,False
1473,clap,11,0,0.0,False
1474,lake,11,1,0.09090909090909091,False
1475,'s,11,0,1.0,False
1476,paintbrush,11,1,0.0,False
1477,tilly,11,0,1.0,False
1478,inch,11,0,0.0,False
1479,footprint,11,0,0.0,False
1480,bead,11,1,0.0,False
1481,godfrey,11,0,1.0,False
1482,elf,11,0,0.0,False
1483,tesco,11,0,1.0,False
1484,crispie,11,0,0.0,False
1485,clara,11,0,0.9090909090909091,False
1486,selby,11,0,0.8461538461538461,False
1487,mickey,11,1,0.9090909090909091,False
1488,merry+go+round,11,0,0.0,False
1489,course,11,1,0.0,False
1490,pippin,11,1,1.0,False
1491,joke,11,0,0.0,False
1492,bunk,11,1,0.0,False
1493,wine,11,1,0.0,False
1494,store,11,1,0.0,False
1495,snowplow,11,1,0.0,False
1496,roast,11,1,0.0,False
1497,pigeon,11,1,0.0,False
1498,steeple,11,1,0.09090909090909091,False
1499,wren,11,1,1.0,False
1500,petra,11,0,1.0,False
1501,matt,11,0,1.0,False
1502,sharon,10,0,1.0,False
1503,chap,10,1,0.0,False
1504,rescue,10,0,0.0,False
1505,jo,10,0,1.0,False
1506,measure,10,1,0.0,False
1507,hair+cut,10,0,0.0,False
1508,itch,10,0,0.0,False
1509,cleo,10,0,0.9,False
1510,news,10,0,0.0,False
1511,torch,10,1,0.6,False
1512,segment,10,1,0.0,False
1513,billy+goat,10,0,0.0,False
1514,college,10,1,0.0,False
1515,buzz,10,0,0.0,False
1516,ballet,10,0,0.0,False
1517,reading,10,1,0.0,False
1518,barbecue,10,1,0.0,False
1519,conversation,10,0,0.0,False
1520,cornwall,10,1,0.9,False
1521,factory,10,1,0.0,False
1522,rub,10,0,0.1,False
1523,tickling,10,0,0.0,False
1524,interest,10,0,0.0,False
1525,abc,10,0,0.6,False
1526,hair+dresser,10,0,0.0,False
1527,harm,10,0,0.0,False
1528,downstairs,10,0,0.0,False
1529,tomatos,10,0,1.0,False
1530,cement,10,1,0.0,False
1531,tanker,10,1,0.1,False
1532,mug,10,1,0.0,False
1533,height,10,0,0.0,False
1534,damage,10,0,0.0,False
1535,gas,10,1,0.0,False
1536,beep,10,0,0.0,False
1537,feeling,10,0,0.0,False
1538,cowboy,10,1,0.0,False
1539,anchor,10,1,0.0,False
1540,peel,10,1,0.0,False
1541,snowball,10,1,0.0,False
1542,rabbits,10,0,1.0,False
1543,running,10,0,0.0,False
1544,spring,10,1,0.0,False
1545,cath,10,0,1.0,False
1546,grapefruit,10,1,0.0,False
1547,telescope,10,1,0.0,False
1548,roses,10,0,0.5,False
1549,branch,10,1,0.0,False
1550,germ,10,1,0.0,False
1551,energy,10,1,0.0,False
1552,boing,10,0,0.3,False
1553,duncan,10,1,0.9,False
1554,hiya,10,0,1.0,False
1555,brian,10,0,1.0,False
1556,goldilock,10,0,0.1,False
1557,pottage,10,1,0.7272727272727273,False
1558,coconut,10,1,0.2,False
1559,happy,10,0,1.0,False
1560,bisto,10,0,0.5,False
1561,path,10,1,0.0,False
1562,rectangle,10,0,0.0,False
1563,pringle,10,0,0.0,False
1564,flame,10,1,0.0,False
1565,toptie,10,0,0.0,False
1566,tinker,10,1,0.3,False
1567,polar+bear,10,0,0.5,False
1568,pantomime,10,0,0.0,False
1569,barrel,10,1,0.0,False
1570,bumbo,10,0,0.5,False
1571,aquarium,10,1,0.0,False
1572,flour,10,1,0.0,False
1573,francis,10,0,1.0,False
1574,gnome,10,0,0.7,False
1575,edinburgh,10,1,1.0,False
1576,oar,10,1,0.1,False
1577,tibby,10,0,1.0,False
1578,malt,10,1,0.1,False
1579,petal,9,1,0.2222222222222222,False
