,Word,Count,Include,ProperNounRatio,ManuallyExcluded
1580,operation,9,1,0.0,False
1581,margaret,9,0,1.0,False
1582,nottingham,9,0,1.0,False
1583,baker,9,1,0.3333333333333333,False
1584,birmingham,9,1,1.0,False
1585,teletubbie,9,0,0.0,False
1586,popper,9,1,0.1111111111111111,False
1587,excuse,9,1,0.0,False
1588,diary,9,1,0.0,False
1589,yard,9,1,0.0,False
1590,cottage,9,1,0.1111111111111111,False
1591,blob,9,0,0.1111111111111111,False
1592,pony,9,1,0.0,False
1593,fishing+rod,9,0,0.1111111111111111,False
1594,difficulty,9,0,0.0,False
1595,lizard,9,1,0.0,False
1596,team,9,0,0.0,False
1597,babar,9,0,1.0,False
1598,york,9,0,1.0,False
1599,spiderman,9,0,0.3333333333333333,False
1600,dragonfly,9,1,0.0,False
1601,newark,9,1,1.0,False
1602,turkey,9,1,0.0,False
1603,brain,9,1,0.0,False
1604,yours,9,0,1.0,False
1605,play+ground,9,0,0.1111111111111111,False
1606,rate,9,0,0.0,False
1607,fight,9,0,0.0,False
1608,plait,9,1,0.0,False
1609,mummy'd,9,0,0.0,False
1610,kennel,9,1,0.0,False
1611,forward,9,1,0.0,False
1612,imagination,9,0,0.0,False
1613,nap,9,1,0.0,False
1614,luggage,9,1,0.0,False
1615,old,9,0,0.8333333333333334,False
1616,charge,9,1,0.0,False
1617,sewing,9,1,0.0,False
1618,boiler,9,1,0.0,False
1619,adele,9,0,1.0,False
1620,thoma,9,0,0.0,False
1621,argument,9,0,0.0,False
1622,joy,9,0,0.3333333333333333,False
1623,lamp,9,1,0.0,False
1624,decoration,9,1,0.0,False
1625,pinga,9,0,0.5555555555555556,False
1626,horace,9,1,0.8888888888888888,False
1627,jingle,9,0,0.1111111111111111,False
1628,nursery+rhyme,9,0,0.0,False
1629,bounce,9,0,0.2222222222222222,False
1630,tone,9,0,0.5555555555555556,False
1631,repair,9,1,0.0,False
1632,play+day,9,0,0.0,False
1633,piggy+back,9,0,0.0,False
1634,jane,9,0,1.0,False
1635,nicki,9,0,1.0,False
1636,feather,9,1,0.0,False
1637,symber,9,0,1.0,False
1638,semicircle,9,0,0.0,False
1639,huggle,9,0,0.0,False
1640,knick,9,0,0.0,False
1641,glug,9,0,0.6666666666666666,False
1642,wire,9,1,0.0,False
1643,brussel,9,0,0.1111111111111111,False
1644,postbox,9,1,0.0,False
1645,wallace,9,1,0.8888888888888888,False
1646,screw,9,1,0.0,False
1647,semolina,9,1,1.0,False
1648,soil,9,1,0.0,False
1649,debbie,9,0,1.0,False
1650,gold,9,1,0.0,False
1651,killer,9,1,0.1111111111111111,False
1652,david,9,1,0.8888888888888888,False
1653,shot,9,1,0.0,False
1654,back+pack,9,0,0.0,False
1655,behavior,9,0,0.0,False
1656,spanking,9,0,0.0,False
1657,sainsbury,9,0,1.0,False
1658,hoof,9,1,0.0,False
1659,pyramid,9,1,0.0,False
1660,buster,9,1,1.0,False
1661,small,9,1,1.0,False
1662,sail,9,1,0.0,False
1663,jake,9,0,1.0,False
1664,marmite,9,1,0.6666666666666666,False
1665,luke,9,1,1.0,False
1666,dash,9,0,0.0,False
1667,pavement,9,1,0.0,False
1668,fireplace,8,1,0.0,False
1669,hannah,8,0,1.0,False
1670,lala,8,0,1.0,False
1671,call,8,1,0.0,False
1672,weight,8,1,0.0,False
1673,sonia,8,0,0.875,False
1674,cereal,8,1,0.0,False
1675,powder,8,1,0.0,False
1676,washer,8,1,0.0,False
1677,fright,8,0,0.0,False
1678,tube,8,1,0.0,False
1679,pointer,8,1,0.5,False
1680,ducky,8,1,0.5,False
1681,knob,8,1,0.0,False
1682,plastic,8,1,0.0,False
1683,lounge,8,1,0.0,False
1684,catalogue,8,1,0.0,False
1685,justin,8,0,1.0,False
1686,matey,8,0,0.5,False
1687,parcs,8,0,1.0,False
1688,dancer,8,1,0.0,False
1689,tool+box,8,0,0.0,False
1690,po,8,1,0.5,False
1691,helen,8,0,1.0,False
1692,menace,8,1,0.0,False
1693,sainsburys,8,0,1.0,False
1694,guinea+pig,8,0,0.375,False
1695,jupiter,8,1,1.0,False
1696,stalk,8,1,0.0,False
1697,belly,8,1,0.0,False
1698,adam,8,1,1.0,False
1699,margarine,8,1,0.0,False
1700,wendoline,8,0,0.75,False
1701,bouncer,8,1,0.5,False
1702,dribble,8,1,0.125,False
1703,sympathy,8,0,0.0,False
1704,burp,8,1,0.0,False
1705,clipper,8,1,0.0,False
1706,tubby,8,0,0.75,False
1707,puff,8,1,0.0,False
1708,gift,8,0,0.0,False
1709,amount,8,0,0.0,False
1710,cocktail,8,1,0.0,False
1711,bacon,8,1,0.25,False
1712,tantrum,8,0,0.0,False
1713,danger,8,1,0.0,False
1714,toaster,8,1,0.0,False
1715,signal,8,1,0.0,False
1716,bunny+rabbit,8,0,0.125,False
1717,throwing,8,0,0.0,False
1718,heel,8,1,0.0,False
1719,moo,8,0,0.0,False
1720,pleasure,8,1,0.0,False
1721,pain,8,1,0.0,False
1722,spaceship,8,1,0.0,False
1723,furniture,8,1,0.0,False
1724,thought,8,0,0.0,False
1725,curl,8,1,0.0,False
1726,baking,8,0,0.0,False
1727,barrow,8,1,0.0,False
1728,cockadoo,8,0,0.0,False
1729,lunchtime,8,0,0.0,False
1730,perdita,8,0,0.875,False
1731,need,8,1,0.0,False
1732,up,8,0,0.75,False
1733,robot,8,1,0.0,False
1734,donald,8,0,1.0,False
1735,puppet,8,1,0.0,False
1736,gear,8,1,0.0,False
1737,guest,8,1,0.0,False
1738,junk,8,1,0.0,False
1739,wool,8,1,0.0,False
1740,johnny,8,1,1.0,False
1741,clip,8,1,0.0,False
1742,leah,8,0,1.0,False
1743,credit,8,0,0.0,False
1744,ribbet,8,0,0.0,False
1745,sprout,8,1,0.0,False
1746,diddle,8,0,1.0,False
1747,peacock,8,1,0.125,False
1748,tiggie,8,0,0.25,False
1749,pilot,8,1,0.0,False
1750,bambi,8,0,0.875,False
1751,lazybones,8,1,0.4,False
1752,sticky+bun,8,0,0.5,False
1753,gregory,8,1,0.625,False
1754,left,8,1,0.0,False
1755,death,8,1,0.0,False
1756,wobble,8,0,0.125,False
1757,co,8,1,0.375,False
1758,wizadora,8,0,1.0,False
1759,scone,8,1,0.0,False
1760,blue+tack,8,0,0.0,False
1761,blade,8,1,0.0,False
1762,irene,8,0,1.0,False
1763,seagull,8,1,0.0,False
1764,scoop,8,1,0.0,False
1765,frying,8,0,0.0,False
1766,pressure,8,1,0.0,False
1767,view,8,1,0.0,False
1768,beauty,8,1,0.2222222222222222,False
1769,motorcycle,8,1,0.0,False
1770,diversion,8,0,0.0,False
1771,silly,8,1,1.0,False
1772,playdays,8,0,1.0,False
1773,greevesdale,8,0,1.0,False
1774,forklift,8,1,0.125,False
1775,basin,8,1,0.125,False
1776,cog,8,1,0.0,False
1777,tow,8,0,0.0,False
1778,lynn,8,0,1.0,False
1779,griselda,8,0,1.0,False
1780,drybone,8,0,0.125,False
1781,volkswagen,8,0,0.5,False
1782,curly,8,0,0.25,False
1783,nummy,8,0,0.25,False
1784,legging,8,1,0.0,False
1785,frying+pan,8,0,0.125,False
1786,print,8,1,0.0,False
1787,wonderland,8,1,0.625,False
1788,gos,8,0,1.0,False
1789,collie,8,1,0.0,False
1790,reel,8,1,0.0,False
1791,buffer,8,1,0.0,False
1792,oblong,8,0,0.25,False
1793,relief,7,1,0.0,False
1794,kipper,7,1,0.42857142857142855,False
1795,length,7,1,0.0,False
1796,buss,7,0,0.7142857142857143,False
1797,masher,7,1,0.7142857142857143,False
1798,action,7,1,0.0,False
1799,ears,7,0,1.0,False
1800,childminder,7,0,0.0,False
1801,mixture,7,1,0.0,False
1802,floor+board,7,0,0.0,False
1803,ten,7,1,0.2857142857142857,False
1804,satsuma,7,1,0.8571428571428571,False
1805,cleaner,7,1,0.14285714285714285,False
1806,tubbie,7,0,0.0,False
1807,read,7,1,0.0,False
1808,skippy,7,0,0.8571428571428571,False
1809,cook,7,1,0.0,False
1810,samson,7,1,1.0,False
1811,kip,7,0,0.5714285714285714,False
1812,stretcher,7,1,0.0,False
1813,william,7,0,1.0,False
1814,cardboard,7,1,0.0,False
1815,sailor,7,1,0.0,False
1816,firefighter,7,1,0.0,False
1817,search,7,1,0.0,False
1818,watering,7,1,0.0,False
1819,easel,7,1,0.0,False
1820,impression,7,1,0.0,False
1821,tadpole,7,1,0.0,False
1822,rule,7,1,0.0,False
1823,thunder,7,1,0.0,False
1824,guess,7,0,0.0,False
1825,spray,7,1,0.0,False
1826,inspection,7,0,0.0,False
1827,night,7,0,0.061124694376528114,False
1828,rush,7,1,0.0,False
1829,pastry,7,1,0.0,False
1830,elvis,7,1,1.0,False
1831,woodpecker,7,1,0.14285714285714285,False
1832,winnie,7,0,1.0,False
1833,moo+cow,7,0,0.0,False
1834,raspberry,7,1,0.0,False
1835,smith,7,1,1.0,False
1836,cider,7,1,0.0,False
1837,queue,7,1,0.0,False
1838,metal,7,1,0.0,False
1839,bend,7,1,0.0,False
1840,v@l,7,0,0.25,False
1841,terror,7,1,0.0,False
1842,den,7,1,0.0,False
1843,black+board,7,0,0.0,False
1844,state,7,1,0.0,False
1845,wagon,7,1,0.0,False
1846,cookie,7,1,0.0,False
1847,counting,7,0,0.0,False
1848,mail,7,1,0.0,False
1849,subject,7,1,0.0,False
1850,hurry,7,0,0.0,False
1851,cradle,7,1,0.0,False
1852,tambourine,7,1,0.0,False
1853,tears,7,1,1.0,False
1854,muffet,7,0,1.0,False
1855,janet,7,0,1.0,False
1856,crayoning,7,0,0.0,False
1857,rolling+pin,7,0,0.0,False
1858,holder,7,1,0.0,False
1859,upside,7,1,0.0,False
1860,hutch,7,1,0.0,False
1861,tiny,7,0,1.0,False
1862,equipment,7,1,0.0,False
1863,clarabell,7,0,1.0,False
1864,notice,7,0,0.0,False
1865,rucksack,7,1,0.0,False
1866,missis,7,1,0.75,False
1867,woody,7,0,0.7142857142857143,False
1868,brumm,7,0,0.7142857142857143,False
1869,tim,7,0,0.8888888888888888,False
1870,nonsense,7,1,0.0,False
1871,cymbal,7,1,0.0,False
1872,kit,7,1,0.0,False
1873,mystery,7,0,0.0,False
1874,concrete,7,1,0.0,False
1875,jordan,7,1,1.0,False
1876,jammy+dodger,7,0,0.42857142857142855,False
1877,wizard,7,1,0.2857142857142857,False
1878,indicator,7,1,0.0,False
1879,ouch,7,0,0.0,False
1880,hamburger,7,1,0.14285714285714285,False
1881,country,7,1,0.0,False
1882,foot+baller,7,0,0.0,False
1883,declan,7,0,0.8571428571428571,False
1884,expression,7,1,0.0,False
1885,ross,7,1,1.0,False
1886,cave,7,1,0.0,False
1887,layer,7,1,0.0,False
1888,mandy,7,0,1.0,False
1889,neddy,7,0,1.0,False
1890,jon,7,0,1.0,False
1891,alison,7,0,1.0,False
1892,lock,7,1,0.0,False
1893,offer,7,0,0.0,False
1894,jumbo,7,0,0.42857142857142855,False
1895,chimney+pot,7,0,0.0,False
1896,plank,7,1,0.0,False
1897,stripy,7,0,0.8571428571428571,False
1898,billie,7,0,1.0,False
1899,romeo,7,1,1.0,False
1900,sun+roof,7,0,0.0,False
1901,munch,7,1,0.42857142857142855,False
1902,raja,7,1,1.0,False
1903,goblin,7,0,0.0,False
1904,currant,7,1,0.0,False
1905,terrence,7,0,1.0,False
1906,highchair,7,1,0.0,False
1907,nighttime,7,0,0.0,False
1908,bog,7,1,0.0,False
1909,kneel,7,0,0.8571428571428571,False
1910,joshua,7,1,1.0,False
1911,claire,7,0,1.0,False
1912,malt+loaf,7,0,0.7142857142857143,False
1913,linette,7,0,0.8333333333333334,False
1914,latch,7,1,0.0,False
1915,isabel,7,0,1.0,False
1916,porter,7,1,0.0,False
1917,batman,6,1,0.16666666666666666,False
1918,ela,6,0,1.0,False
1919,pedal,6,1,0.0,False
1920,pill,6,1,0.0,False
1921,care,6,0,0.0,False
1922,bin+bag,6,0,0.0,False
1923,whole,6,1,0.0,False
1924,flop,6,1,0.0,False
1925,eagle,6,1,0.0,False
1926,flap,6,1,0.0,False
1927,pull,6,1,0.0,False
1928,gherkins,6,0,1.0,False
1929,needle,6,1,0.0,False
1930,calpol,6,0,1.0,False
1931,talk,6,0,0.0,False
1932,letter+box,6,0,0.0,False
1933,ark,6,1,0.3333333333333333,False
1934,duster,6,1,0.3333333333333333,False
1935,spencers,6,0,1.0,False
1936,arrow,6,1,0.0,False
1937,dryer,6,1,0.0,False
1938,bookcase,6,1,0.0,False
1939,player,6,1,0.0,False
1940,making,6,1,0.0,False
1941,supper,6,1,0.0,False
1942,chef,6,1,0.16666666666666666,False
1943,hercule,6,0,0.0,False
1944,drip,6,1,0.0,False
1945,september,6,0,1.0,False
1946,training,6,0,0.0,False
1947,crikey,6,0,0.0,False
1948,whinie,6,0,0.0,False
1949,cub,6,1,0.16666666666666666,False
1950,france,6,1,1.0,False
1951,simon,6,1,1.0,False
1952,desk,6,1,0.0,False
1953,tommy,6,0,1.0,False
1954,deck+chair,6,0,0.0,False
1955,louise,6,0,1.0,False
1956,model,6,1,0.0,False
1957,skate,6,1,0.0,False
1958,future,6,1,0.16666666666666666,False
1959,sale,6,0,0.0,False
1960,riot,6,0,1.0,False
1961,ville,6,0,1.0,False
1962,laugh,6,0,0.0,False
1963,wrong,6,0,0.16666666666666666,False
1964,paris,6,1,1.0,False
1965,rubber,6,1,0.0,False
1966,toy+shop,6,0,0.0,False
1967,hoovering,6,0,0.0,False
1968,chop,6,1,0.0,False
1969,bully,6,1,0.3333333333333333,False
1970,cheeseburger,6,1,0.0,False
1971,water+melon,6,0,0.0,False
1972,pass,6,1,0.0,False
1973,cauliflower,6,1,0.0,False
1974,airborne,6,0,1.0,False
1975,loft,6,1,0.0,False
1976,eating,6,1,0.0,False
1977,ditch+water,6,0,0.16666666666666666,False
1978,rugby,6,0,0.0,False
1979,pandy,6,0,1.0,False
1980,stand,6,1,0.0,False
1981,stew,6,1,0.0,False
1982,taste,6,0,0.0,False
1983,poppet,6,1,0.3333333333333333,False
1984,a,6,1,0.5,False
1985,poor,6,0,1.0,False
1986,claw,6,1,0.0,False
1987,garlic,6,1,0.0,False
1988,hattie,6,0,0.0,False
1989,geese,6,1,1.0,False
1990,beeston,6,0,1.0,False
1991,mane,6,1,0.16666666666666666,False
1992,sun+dial,6,0,0.0,False
1993,stirrup,6,1,0.0,False
1994,diner,6,1,0.16666666666666666,False
1995,dinnertime,6,0,0.0,False
1996,kate,6,0,1.0,False
1997,log,6,1,0.0,False
1998,giggle,6,0,0.0,False
1999,alex,6,0,1.0,False
2000,verse,6,0,0.0,False
2001,cone,6,1,0.0,False
2002,fiddle,6,1,0.0,False
2003,tree+trunk,6,0,0.0,False
2004,buttie,6,0,0.16666666666666666,False
2005,stomach,6,1,0.0,False
2006,wellie,6,0,0.0,False
2007,angle,6,1,0.0,False
2008,dozen,6,0,0.0,False
2009,pip,6,1,0.0,False
2010,tata,6,0,1.0,False
2011,polish,6,1,0.0,False
2012,piper,6,1,0.5,False
2013,gribbet,6,0,0.8333333333333334,False
2014,business,6,0,0.0,False
2015,underpants,6,1,0.0,False
2016,biting,6,0,0.0,False
2017,station+cat,6,0,0.0,False
2018,pam,6,0,0.8333333333333334,False
2019,alexander,6,1,0.8333333333333334,False
2020,dock,6,1,1.0,False
2021,wife,6,1,0.0,False
2022,clare,6,0,1.0,False
2023,dogger,6,0,0.6666666666666666,False
2024,announcement,6,0,0.0,False
2025,kevin,6,0,1.0,False
2026,josie,6,0,1.0,False
2027,joan,6,0,1.0,False
2028,tummy+ache,6,0,0.0,False
2029,speed,6,1,0.0,False
2030,decision,6,0,0.0,False
2031,cape,6,1,0.0,False
2032,mask,6,1,0.0,False
2033,mcgregor,6,0,1.0,False
2034,blancmange,6,1,0.3333333333333333,False
2035,fat,6,1,0.0,False
2036,congratulation,6,0,0.0,False
2037,curry,6,1,0.16666666666666666,False
2038,god,6,1,1.0,False
2039,johnson,6,1,1.0,False
2040,tick,6,1,0.0,False
2041,fiona,6,0,1.0,False
2042,ireland,6,1,1.0,False
2043,dough,6,1,0.0,False
2044,cola,6,1,0.3333333333333333,False
2045,camping,6,0,0.0,False
2046,tinsel,6,1,0.16666666666666666,False
2047,lena,6,1,1.0,False
2048,cock,6,1,0.0,False
2049,hatman,6,0,0.5,False
2050,spindle,6,1,0.0,False
2051,break,6,1,0.0,False
2052,steak,6,1,0.0,False
2053,dorothy,6,0,1.0,False
2054,handkerchief,6,1,0.0,False
2055,bail,6,0,0.0,False
2056,paddock,6,1,0.0,False
2057,dapple,6,1,1.0,False
2058,motor+car,6,0,0.0,False
2059,level,6,1,0.0,False
2060,base,6,1,0.0,False
2061,clipclop,6,0,0.0,False
2062,cap,6,1,0.0,False
2063,kirsty,6,0,1.0,False
2064,wiper,6,1,0.0,False
2065,mine,6,1,0.0,False
2066,aga,6,0,0.16666666666666666,False
2067,jackie,6,0,1.0,False
2068,pinnie,6,0,0.0,False
2069,carla,6,0,1.0,False
2070,bran+flake,6,0,0.0,False
2071,ferry+boat,6,0,0.0,False
2072,jeff,6,0,1.0,False
2073,chink,6,1,0.0,False
2074,imogen,6,0,1.0,False
2075,waste,5,1,0.0,False
2076,singer,5,1,0.0,False
2077,teletubbies,5,0,0.6,False
2078,bs,5,0,1.0,False
2079,scuttle,5,1,0.0,False
2080,wildy,5,0,1.0,False
2081,bridgford,5,0,1.0,False
2082,chump,5,1,0.0,False
2083,tow+truck,5,0,0.0,False
2084,test,5,1,0.0,False
2085,parc,5,0,0.0,False
2086,backward,5,0,0.0,False
2087,dungarees,5,0,1.0,False
2088,maracas,5,0,1.0,False
2089,strap,5,1,0.0,False
2090,wells,5,1,1.0,False
2091,caine,5,0,1.0,False
2092,crying,5,1,0.0,False
2093,comic,5,1,0.0,False
2094,fair+ground,5,0,0.0,False
2095,kenya,5,1,1.0,False
2096,thousand,5,0,0.0,False
2097,play+room,5,0,0.0,False
2098,web,5,1,0.0,False
2099,ssss,5,0,1.0,False
2100,root,5,1,0.0,False
2101,pollie,5,0,0.0,False
2102,wait,5,0,0.0,False
2103,juggling,5,0,0.0,False
2104,gallopy,5,0,0.0,False
2105,amanda,5,0,1.0,False
2106,grace,5,0,0.8333333333333334,False
2107,felt+tip,5,0,0.0,False
2108,hanger,5,1,0.0,False
2109,phil,5,0,1.0,False
2110,freckle,5,1,0.0,False
2111,cigarette,5,1,0.0,False
2112,waitrose,5,0,1.0,False
2113,oasis,5,1,0.5,False
2114,newcastle,5,1,1.0,False
2115,patio,5,1,0.0,False
2116,joey,5,0,1.0,False
2117,combination,5,0,0.0,False
2118,hunt,5,1,0.2,False
2119,ian,5,0,1.0,False
2120,net,5,1,0.0,False
2121,everyday,5,0,0.0,False
2122,gallop,5,0,0.8,False
2123,lead,5,1,0.0,False
2124,wasp,5,1,0.0,False
2125,neighbor,5,1,0.0,False
2126,wheelchair,5,1,0.0,False
2127,leave,5,0,0.0,False
2128,bashing,5,0,0.0,False
2129,silver,5,1,0.4,False
2130,wilbur,5,0,1.0,False
2131,rhinoceros,5,1,0.0,False
2132,vinegar,5,1,0.0,False
2133,chat,5,1,0.0,False
2134,cruella,5,0,1.0,False
2135,goldfish,5,1,0.0,False
2136,varnish,5,1,0.0,False
2137,city,5,1,0.8,False
2138,fan,5,1,0.0,False
2139,ankle,5,1,0.0,False
2140,whiskers,5,1,1.0,False
2141,lifeboat,5,1,0.0,False
2142,rollerskate,5,0,0.0,False
2143,brum,5,0,1.0,False
2144,balcony,5,1,0.0,False
2145,volcano,5,1,0.2,False
2146,shake,5,1,0.0,False
2147,miffy,5,0,1.0,False
2148,racket,5,1,0.0,False
2149,english,5,0,1.0,False
2150,record,5,1,0.0,False
2151,dusting,5,0,0.0,False
2152,gas+man,5,0,0.2,False
2153,steamroller,5,1,0.0,False
2154,bumble+bee,5,0,0.0,False
2155,quiet,5,1,0.0,False
2156,toenail,5,1,0.0,False
2157,habit,5,1,0.0,False
2158,jason,5,0,1.0,False
2159,touch,5,0,0.0,False
2160,hooter,5,1,0.2,False
2161,chain,5,1,0.0,False
2162,quilt,5,1,0.0,False
2163,rocking,5,0,0.0,False
2164,oy,5,0,0.8,False
2165,giraffes,5,0,1.0,False
2166,grin,5,0,0.0,False
2167,jeep,5,1,0.2,False
2168,tidying,5,0,0.0,False
2169,beano,5,0,1.0,False
2170,plan,5,1,0.0,False
2171,manner,5,0,0.0,False
2172,seaweed,5,1,0.0,False
2173,toy+box,5,0,0.0,False
2174,sniff,5,0,0.0,False
2175,nibble,5,1,0.0,False
2176,eyelash,5,1,0.0,False
2177,rein,5,1,0.0,False
2178,dub,5,0,0.2,False
2179,rider,5,1,0.0,False
2180,nursery+school,5,0,0.0,False
2181,minnie,5,0,1.0,False
2182,yoyo,5,0,0.0,False
2183,eeyore,5,0,0.8,False
2184,hippos,5,0,1.0,False
2185,tat,5,0,0.0,False
2186,cardie,5,0,0.0,False
2187,fin,5,1,0.0,False
2188,slave,5,1,0.0,False
2189,kicking,5,0,0.0,False
2190,chew,5,0,0.0,False
2191,barking,5,0,0.0,False
2192,sundays,5,0,1.0,False
2193,leopard,5,1,0.0,False
2194,milly,5,0,1.0,False
2195,brum^brum,5,0,0.0,False
2196,boko,5,0,1.0,False
2197,move,5,0,0.0,False
2198,bertthe,5,0,1.0,False
2199,piggie,5,0,0.0,False
2200,rex,5,1,0.4,False
2201,huxley,5,1,1.0,False
2202,hankie,5,1,0.0,False
2203,spoonful,5,0,0.0,False
2204,daytime,5,0,0.0,False
2205,gingerbread+man,5,0,0.6,False
2206,calculator,5,1,0.0,False
2207,ache,5,0,0.0,False
2208,gobbledygook,5,0,0.0,False
2209,devon,5,1,1.0,False
2210,spuddy,5,0,1.0,False
2211,health,5,0,0.0,False
2212,united,5,0,1.0,False
2213,cash,5,1,0.0,False
2214,tablet,5,1,0.0,False
2215,clean,5,0,0.0,False
2216,clumsy,5,0,1.0,False
2217,treacle,5,1,0.0,False
2218,control,5,1,0.0,False
2219,belly+button,5,0,0.0,False
2220,alligator,5,1,0.0,False
2221,matthew,5,1,1.0,False
2222,combine,5,1,0.2,False
2223,harvester,5,1,0.2,False
2224,concentration,5,0,0.0,False
2225,bash,5,0,0.0,False
2226,sucker,5,1,0.0,False
2227,nobody,5,1,0.0,False
2228,vicar,5,1,0.2,False
2229,nothing,5,0,0.3333333333333333,False
2230,gardening,5,0,0.0,False
2231,des,5,1,1.0,False
2232,raider,5,1,0.8,False
2233,conductor,5,1,0.2,False
2234,axel,5,0,0.6,False
2235,cocoa,5,1,0.0,False
2236,visitor,5,1,0.0,False
2237,folder,5,1,0.0,False
2238,sit,5,0,0.0,False
2239,teddys,5,0,0.8,False
2240,oliver,5,1,1.0,False
2241,afters,5,1,0.0,False
2242,boo,5,0,0.8,False
2243,omar,5,0,1.0,False
2244,tarmac,5,1,0.0,False
2245,hair+band,5,0,0.0,False
2246,propeller,5,1,0.0,False
2247,sharpener,5,1,0.0,False
2248,quigly,5,0,1.0,False
2249,christopher,5,1,1.0,False
2250,crawl,5,0,0.0,False
2251,ditiduck,5,0,1.0,False
2252,loaf,5,1,0.0,False
2253,brass,5,1,0.0,False
2254,ax,5,1,0.2,False
2255,boulder,5,1,0.0,False
2256,evening,5,0,0.0,False
2257,derailment,5,0,0.0,False
2258,slope,5,1,0.0,False
2259,carving,5,1,0.0,False
2260,green+grocer,5,0,0.0,False
2261,dan,5,0,1.0,False
2262,pillar,5,1,0.0,False
2263,husband,5,1,0.0,False
2264,china,5,1,1.0,False
2265,brake,5,1,0.0,False
2266,aubergines,5,0,1.0,False
2267,technique,5,0,0.0,False
2268,tow+rope,5,0,0.0,False
2269,gallon,5,0,0.0,False
2270,windowsill,5,1,0.2,False
2271,auction,5,0,0.0,False
2272,bid,5,0,0.0,False
2273,skip,5,0,0.0,False
2274,genie,5,0,0.0,False
2275,jar,5,1,0.0,False
2276,cassette,5,1,0.0,False
2277,muddle,5,0,0.0,False
2278,dog+house,5,0,0.0,False
2279,sandy,5,0,1.0,False
2280,bethlehem,5,1,1.0,False
2281,fiddlestick,5,1,0.0,False
2282,ken,5,0,1.0,False
2283,atechoo,5,0,1.0,False
2284,bed+bug,5,0,0.0,False
2285,mannie,5,0,0.8,False
2286,tv+dinner,5,0,0.0,False
2287,lobster,5,1,0.0,False
2288,grass+cutter,5,0,0.0,False
2289,seahorse,5,1,0.0,False
2290,anthony,5,1,0.6,False
2291,chrissie,5,0,1.0,False
2292,tale,5,0,0.2,False
2293,spice,5,1,0.0,False
2294,fruit+cocktail,5,0,0.0,False
2295,talcum,5,1,0.0,False
2296,fruit+bowl,5,0,0.0,False
2297,ladle,5,1,0.0,False
2298,zimmy,5,0,0.8,False
2299,tuna,5,1,0.2,False
2300,note+pad,5,0,0.0,False
2301,catcher,5,1,0.0,False
2302,locomotive,5,1,0.0,False
2303,alan,4,0,1.0,False
2304,concentrate,4,1,0.0,False
2305,court,4,1,0.25,False
2306,road+work,4,0,0.0,False
2307,broomstick,4,1,0.0,False
2308,dumbo,4,0,0.0,False
2309,waistcoat,4,1,0.0,False
2310,car+seat,4,0,0.0,False
2311,clot,4,0,0.0,False
2312,golf,4,0,0.0,False
2313,bargain,4,0,0.0,False
2314,copy,4,1,0.0,False
2315,flip,4,1,0.0,False
2316,krakatoa,4,1,1.0,False
2317,tidy,4,1,0.0,False
2318,life+jacket,4,0,0.0,False
2319,flamingo,4,1,0.0,False
2320,splinter,4,1,0.0,False
2321,maker,4,1,0.0,False
2322,bears,4,0,1.0,False
2323,shove,4,0,0.0,False
2324,timer,4,1,0.0,False
2325,drumstick,4,1,0.0,False
2326,wallet,4,1,0.0,False
2327,phone+call,4,0,0.0,False
2328,norwich,4,0,1.0,False
2329,angela,4,0,1.0,False
2330,discus,4,1,0.0,False
2331,rolf,4,1,0.25,False
2332,digging,4,0,0.0,False
2333,scrub,4,0,0.25,False
2334,waterfall,4,1,0.0,False
2335,crisis,4,0,0.0,False
2336,lotion,4,1,0.25,False
2337,talking,4,0,0.0,False
2338,squish,4,0,0.0,False
2339,goodbye,4,0,0.0,False
2340,dud,4,1,0.0,False
2341,prize,4,0,0.0,False
2342,restaurant,4,1,0.0,False
2343,experiment,4,0,0.0,False
2344,elizabeth,4,1,1.0,False
2345,brock,4,0,1.0,False
2346,hop,4,1,0.0,False
2347,wombles,4,0,1.0,False
2348,shade,4,1,0.0,False
2349,play+mobile,4,0,0.25,False
2350,trout,4,1,0.0,False
2351,twit,4,1,0.0,False
2352,pretzel,4,1,0.0,False
2353,fry,4,1,0.0,False
2354,feet,4,1,0.0,False
2355,stamping,4,0,0.0,False
2356,snuggle,4,0,0.25,False
2357,dining+room,4,0,0.0,False
2358,scar,4,0,0.0,False
2359,sorting,4,1,0.0,False
2360,roar,4,0,0.0,False
2361,wallpaper,4,1,0.0,False
2362,ski,4,1,0.25,False
2363,cheer,4,0,0.0,False
2364,paddle,4,1,0.0,False
2365,trump,4,1,0.75,False
2366,hercules,4,1,1.0,False
2367,tiptoe,4,1,0.0,False
2368,version,4,0,0.0,False
2369,perfume,4,1,0.0,False
2370,hundred,4,0,0.0,False
2371,lorrys,4,0,1.0,False
2372,swap,4,0,0.0,False
2373,majesty,4,0,0.0,False
2374,iced+bun,4,0,0.0,False
2375,guzzle,4,0,0.0,False
2376,fascination,4,0,0.0,False
2377,locket,4,1,0.5,False
2378,wibble,4,0,0.25,False
2379,stacking,4,0,0.0,False
2380,paddy,4,1,0.25,False
2381,speaker,4,1,0.0,False
2382,nanas,4,0,1.0,False
2383,warning,4,0,0.0,False
2384,method,4,0,0.0,False
2385,bunche,4,1,0.0,False
2386,fix,4,0,0.0,False
2387,bulstrode,4,0,0.75,False
2388,truth,4,1,0.0,False
